**************************************************************************

This file provides the results obtained by BaBar for the process
e+ e- --> K+ K- (gamma) using the ISR method near 10.58 GeV.
It contains:

(1) The cross section (nb) and form factor values for 159 CM energy intervals (GeV) from 0.985 to 5 GeV.
The cross section is bare (excluding vacuum polarization) and includes the emission of final state photons.
The form factor is dressed (including vacuum polarization) and does not include the emission of final state photons.

(2) The source of systematic uncertainties and their values in the defined energy intervals. All the values for each source should be taken as 100% correlated in all energy bins. The sources are independent and their contributions should be added quadratically.  

(3) The statistical covariance matrix of the cross section, in the same energy bins as given for the cross section values. This matrix comes from the unfolding of the measured pi+ pi- mass distribution, the corrections between data and MC obtained in larger bins, and the ISR luminosity using the mu+ mu- gamma (gamma) process.
The statistical covariance matrix of the form factor can be derived from the statistical covariance matrix of the cross section using the formula:
cov(|FF|^2)ij = cov(Xsec)ij * (|FF|^2)i / (Xsec)i * (|FF|^2)j / (Xsec)j ,
with i and j being the bin numbers.

**************************************************************************
          
        (1) CROSS SECTION and FORM FACTOR

Energy interval      Cross section	         |FF|^2
   (GeV)                (nb)         

5.52724484987899070E-02 
1.16367145448105398E-02 
2.92925068829226198E-02 
2.72903609015999818E-02 
1.25156397495743171E-01 
-8.77815687748780688E-03 
-1.83892243980268745E-02 
-6.97822283397218565E-03 
-2.51148944310077907E-02 
-1.03977932265296238E-01 
2.31816419073427926E-01 
3.93866213375078378E-01 
3.31425185079981810E-02 
4.41494727900179074E-02 
5.62600009499994447E-01 
4.61121396777221804E-01 
3.02206282391477010E-01 
4.81054079975296200E-01 
1.06396646947691215E-01 
-2.28845960164298950E-01 
1.64142610611540007E-01 
1.30719065970834741E-01 
-9.16594374099560932E-02 
-1.37655821947352514E-01 
6.95897861886606156E-02 
-3.92778338468824165E-02 
1.63316115168741782E-01 
1.47898325264478853E-01 
1.34096390367618556E-01 
-7.96129987242033543E-02 
1.45247527221031791E-01 
-5.47025685548251372E-02 
-1.12055865443421193E-01 
3.13588725251919553E-02 
5.50444604503913006E-03 
3.69299757233462894E-02 
-7.54312479814866696E-03 
6.18841604660205075E-02 
-2.34154650186205807E-02 
2.74186883796274511E-02 
1.08940631056729850E-02 
6.85307564492874943E-03 
-2.09042619437875971E-02 
9.33551321471205037E-03 
-1.36898936234658604E-02 
-3.00206531022245877E-03 
-1.68058903511674462E-02 
1.03065512595677342E-02 
-1.47153879221209290E-03 
5.40956134941805635E-03 
4.40633433426748308E-03 
1.61862477929404155E-03 
-1.03540609586453398E-03 
1.32360117172731573E-03 
-1.18385825597435552E-03 
5.84728449505863591E-04 
-8.05982147617157439E-04 
-3.28020032302687135E-03 
1.54459207649615816E-03 
4.22287510682206949E-03 
1.15041243979294681E-03 
7.26613208593266551E-04 
5.85245751035265958E-03 
-2.15822659740215082E-03 
1.31193778263784060E-03 
4.76352290242969441E-03 
3.06833563266532697E-03 
-3.26197958593341802E-03 
-1.65175148007757635E-03 
-3.11191391960855684E-03 
2.43080183549272601E-03 
-8.51107286399039285E-04 
-2.44852458849162099E-03 
3.09601432278961710E-04 
-3.93981006725125781E-04 
-1.03485609164489199E-03 
1.28865230875480010E-03 
-4.86722945824469234E-04 
9.97254406742935560E-06 
3.14564944707063695E-04 
6.03250839387073357E-04 
4.34358658206354090E-04 
1.19172993253273038E-03 
3.23293177981224915E-04 
1.24807718179002639E-03 
5.29273065800007938E-04 
-2.00096320976008877E-04 
-8.66743099162075800E-04 
-5.14983391041431697E-05 
5.59173123753767807E-04 
7.28857920674070691E-04 
5.35023839118594626E-04 
-1.44333559224737811E-03 
3.30135363576114971E-04 
2.93126775180357511E-04 
-9.85868908173531760E-06 
6.60608989984879719E-05 
3.43724811139710525E-05 
-1.25234487550999812E-03 
7.17950276416093975E-04 
-1.33121861879431202E-04 
1.40364868758896012E-04 
-8.88773918820035284E-05 
-8.75939070355026008E-05 
-9.93943378829268689E-04 
-1.18606770309649646E-03 
2.43213219291793726E-05 
2.94737358908789564E-04 
-9.56739672229303542E-04 
-5.02703659042473495E-05 
-4.15046947203764523E-06 
2.29417700953030092E-04 
-7.43256830232896782E-05 
3.14203293238893874E-04 
2.05494591779362738E-05 
-4.10390953166513009E-04 
-1.51790725214733028E-04 
-4.88408817727148869E-04 
1.82012702626886040E-04 
-3.61946532109391414E-04 
4.00376422757874528E-04 
3.43793822643945267E-04 
4.42984871381153159E-05 
9.53298725376651072E-05 
-4.04499590154453793E-04 
9.16444028885212564E-05 
-5.72237377455592847E-06 
2.22432966125034955E-04 
1.50331687869395092E-04 
7.36706860109590759E-05 
-2.39065920006710099E-05 
1.12399490124888990E-04 
3.09030430764435746E-05 
-1.73889423818729204E-04 
-1.70451160676123433E-04 
1.78970965396398486E-04 
-2.84448240693141306E-07 
-3.34080274427545399E-05 
-1.36750155835803283E-05 
1.10382038838772613E-04 
-5.13186498554935334E-05 
-1.97620914482381308E-04 
-4.73276397053958221E-06 
5.69604165714962819E-05 
8.55453340860662473E-05 
3.70597185958320617E-05 
-3.36893699848444970E-06 
5.09223537777886987E-05 
-1.66340168666703634E-05 
-2.43173521752224302E-05 
1.73690652789678519E-05 
1.68231898182576723E-06 
3.67829785949588849E-04 
2.92291168206743361E-03 
-7.29549806654819933E-03 
-1.99604875178054558E-01 
1.92101696390039112E+00 
-2.57427090679450243E-01 
-6.85277022878969799E-02 
-6.97033633075225673E-02 
9.90953408139897719E-03 
4.74928945325872390E-02 
-2.99249848602061788E-02 
-7.63333460543315911E-02 
5.97591026964644570E-02 
1.11338662891708989E-01 
1.27053460233011367E-01 
1.85111136192865289E-01 
1.74626917153809874E-01 
6.16635730623367115E-02 
9.66003655120280524E-02 
2.67876436923009387E-01 
2.52657956053419119E-01 
7.22139198962614914E-01 
1.03573606582875155E+00 
9.09292252801643164E-01 
5.81871515800874373E-01 
4.13073664585036138E-01 
3.44849577724627820E-01 
1.24887570523879360E-01 
2.02981830290757836E-01 
4.75340040464423616E-02 
-1.10442131618186112E-01 
1.15933879551522220E-01 
1.27126492006350483E-01 
1.08169427556866690E-01 
1.75540382741853768E-02 
1.12174804783790424E-01 
5.60575967378519613E-02 
-1.05339937576781187E-01 
1.20666572681949136E-01 
-7.23290005408776110E-02 
-2.10176152375578171E-02 
2.38616763262847129E-02 
1.10648305852568574E-01 
4.13038495198899541E-02 
4.02109061256272007E-02 
1.29054379558972959E-02 
-5.21802741244303207E-03 
1.09605441090187012E-02 
2.10318254495928027E-03 
1.97355556678702679E-02 
2.63284217744180482E-02 
2.58458536984599169E-02 
-2.11628143872766641E-02 
1.71542614739082708E-02 
-4.19759668130086083E-03 
7.21078920123160820E-06 
1.00712820796987935E-02 
1.09403541741581603E-03 
-3.97685571420378255E-03 
2.91994223034747961E-04 
-3.60417058200221060E-03 
-3.50479470915722371E-03 
6.08233819711499323E-03 
-3.74894448008249821E-03 
1.48421922388156016E-03 
-4.04854324069138689E-03 
-3.91869944167133946E-04 
1.68672915130107788E-03 
-2.10548758300987482E-03 
-1.51869966851078848E-03 
-4.24196741431630178E-04 
-2.26983940519437984E-03 
4.26564791065150647E-03 
-4.15013329723088072E-04 
-4.79325391144327549E-04 
-1.01032422585701316E-03 
-1.24161625542483457E-03 
1.14737719920364315E-03 
-1.53942116816661043E-03 
3.26373198300042473E-03 
1.93115962648318434E-03 
-1.52782186047877955E-03 
2.28671624011280664E-03 
1.73939257241145285E-03 
-2.35787616284770745E-04 
5.21767686601167218E-04 
1.31979218264027787E-03 
5.08996170280049992E-04 
1.83021622429627357E-03 
-7.48105167004626918E-04 
1.43569435421370367E-03 
-9.24642580937751939E-04 
1.47620648266073027E-03 
-1.16981752460504178E-03 
-9.80729717545734915E-04 
3.06056594711201914E-04 
5.78329967352134307E-04 
-7.99319996132083445E-04 
1.43756563410621786E-03 
-4.88842812932109507E-04 
1.01367604725882991E-03 
-1.05650426025078706E-03 
5.58018976757194193E-04 
4.02431688647716457E-04 
1.84922247623043641E-04 
-9.59146994252918435E-05 
2.07216113693765478E-04 
2.53430720016806178E-04 
-3.95664279394072058E-04 
9.37524589715162246E-04 
-1.82307766261782827E-04 
1.28299272530612890E-03 
-4.77671350202727644E-04 
3.82674971627020759E-04 
-4.39343696792912836E-04 
-8.70221357765768523E-05 
1.49104075341822327E-04 
-9.89526598836353022E-04 
-8.72319184192914157E-05 
-2.39082704464491623E-04 
-4.51322526314730825E-04 
-8.09842417105860230E-04 
-2.61261767517264958E-04 
-5.79089485663817212E-05 
7.67162986968671231E-04 
3.77194857911876164E-04 
-3.26260977248803022E-04 
3.15219924925644746E-04 
9.19914878901955746E-04 
-4.64254773832383985E-05 
-1.08544852376574714E-04 
2.47362442132003800E-04 
-7.96544920705369796E-05 
2.65869062375314398E-04 
-3.00564498313146515E-04 
-7.61027555577125704E-05 
1.99914324884239639E-04 
-4.45500932125204646E-05 
5.37202283447962107E-05 
2.22790233470006172E-05 
-1.25917050806070174E-04 
-1.27053630884046303E-04 
-8.32162789597695610E-05 
1.14381407925092070E-06 
-2.57490192385454020E-05 
5.44259544090455911E-05 
8.03185204382215567E-05 
-7.85984088268526630E-08 
1.96535524162044214E-04 
8.45274424725929745E-05 
4.73035772123450571E-05 
-1.26048803464116820E-06 
-3.52765520368022694E-05 
-7.23118060397239182E-05 
-2.48507717929289346E-06 
2.69775928316337210E-05 
-1.53871908106934279E-05 
6.59966202971025990E-06 
8.43369718056777251E-07 
7.02658455354906878E-04 
-3.30685903099579804E-03 
-8.03356864579700554E-04 
-2.10344228988056325E-01 
-2.57427090679450243E-01 
3.24931361106425731E+00 
-4.37259322650542237E-01 
-1.88666973057603576E-01 
7.66529956981510663E-02 
-1.12777920807832097E-01 
6.23471464822437579E-02 
3.41537167193109170E-02 
1.23271303802491322E-01 
4.69165832874974612E-02 
1.01034322378244015E-02 
2.53370167311146977E-01 
1.31915636331878250E-02 
1.79091307443552283E-01 
5.89315411964608904E-01 
8.56516441389638228E-01 
1.68849884140573625E+00 
5.99308479452902998E-01 
1.84215767781158357E+00 
1.11353039769190310E+00 
6.67815095453773822E-01 
6.24419638048789416E-01 
1.03143900851313586E-01 
-9.74755922352441018E-03 
1.14816871316575531E-01 
1.98721176353278295E-01 
1.15570693169238986E-01 
2.69070864451538605E-01 
9.87677503608214991E-02 
1.67087574979622039E-01 
1.16709893597728487E-01 
1.67103459034985302E-01 
-3.33789011356303705E-02 
1.16201965903818621E-01 
1.49696659362372197E-01 
7.42610345421447077E-02 
3.97827788180826411E-03 
1.15899871684247480E-01 
1.04199326408429882E-01 
7.90817215592407551E-03 
3.27995826607070107E-02 
9.57448969029495514E-03 
3.55770802840907410E-02 
2.55712710261355447E-02 
5.31308547836545145E-02 
-9.53674452294492325E-03 
2.68745867674166292E-02 
2.53666169208793847E-02 
1.33052745235274824E-02 
-5.25898911729645070E-03 
1.16978987485968598E-02 
7.08017593977969002E-03 
8.26559142442388067E-03 
3.99342133439762898E-03 
-8.70330605625446816E-04 
5.33132605929731093E-03 
4.45108908465859619E-03 
6.91548090473699528E-03 
1.30449926810768165E-03 
2.41117536205019039E-03 
-1.31787129943434909E-04 
6.16393651161439675E-04 
-1.94373091978038235E-03 
8.41824517902602662E-04 
9.51245577717552832E-03 
-2.40612536528284461E-03 
7.40936721457438369E-04 
-1.48995792528285259E-03 
9.33531635441803287E-03 
1.18607403941301719E-03 
1.91985715099565290E-03 
-4.39074800724124741E-03 
-1.86726221034720923E-04 
-5.28519443361173680E-03 
3.07424543652476488E-03 
-2.81447065633090012E-03 
4.32527464471366304E-04 
1.16014459670108557E-03 
-1.24462395409525727E-03 
-2.47125971060879550E-04 
-2.94498579880027398E-03 
6.40455522549049339E-04 
1.20984063823920218E-05 
1.18621596852648144E-04 
9.23157430744100406E-04 
-4.70993091890973355E-04 
-1.28910401043360093E-03 
-1.53512641178539934E-03 
-9.13195499052279645E-04 
1.48635256466458985E-03 
1.34481488236688025E-03 
2.68488547033423166E-04 
-5.29517760251898401E-04 
6.49071036181132505E-04 
-2.99966850568723561E-04 
4.42037046601316552E-04 
-5.16882620169654321E-04 
1.93244892473646191E-03 
-6.39791321669240303E-04 
3.58004044774822884E-04 
-1.39147339298483787E-04 
3.29983585239495159E-04 
5.57990429569080355E-04 
-4.98482255443119960E-04 
2.06699692714377742E-04 
-6.26593485102810510E-04 
-1.61588323272641803E-03 
2.41707655307618331E-04 
1.02986125458230833E-03 
-2.45989428527262617E-04 
1.08273802354527920E-03 
7.94127946541044053E-04 
7.97572899171827355E-04 
1.06809041269830614E-03 
-4.86032282889987271E-04 
-1.67679538948012959E-04 
-4.38379821576885054E-04 
-2.08192855609769234E-04 
7.73346038125481889E-04 
1.72146456935524386E-04 
-4.12258721654747552E-04 
-4.40204025379051307E-05 
-5.84726674418201879E-04 
4.38946346431576657E-07 
3.06041725792632110E-04 
-2.29605301007804648E-05 
4.61205620408404189E-04 
-1.86440573691004923E-04 
-6.58281316637320348E-05 
-2.38951509042709592E-04 
8.08832013031044936E-05 
1.50292433864004541E-04 
-7.36751993922833123E-05 
-2.59403791771983653E-04 
1.57999449969449128E-04 
-1.73217509681622487E-04 
2.03103648006474567E-04 
5.75367296360399812E-05 
5.22039020061394868E-05 
-4.50459836619660151E-05 
-7.12716600267428304E-05 
-2.56214108293316097E-04 
-7.12912838270795613E-05 
6.97463012196592342E-05 
-2.11190802227190712E-05 
-2.13034485188475328E-05 
1.31292627698421072E-05 
2.07172858482012577E-05 
2.12768372503135677E-05 
8.54576687687478778E-05 
2.24433734665130676E-05 
-2.40201128424882260E-06 
2.62525619080979377E-05 
-7.31734511745021780E-06 
1.08915839294087930E-05 
-4.41289594929812862E-04 
-3.09032998767032243E-03 
-2.17212483265254207E-03 
1.57527521205251889E-02 
-6.85277022878969799E-02 
-4.37259322650542126E-01 
3.46758580886273782E+00 
-4.47670731162730651E-01 
-2.12093117032819051E-01 
5.27691446408494729E-03 
-4.64495702183443521E-02 
2.33410433310032611E-01 
-3.28905444187434365E-02 
1.71972312837213107E-02 
-4.01876884918085861E-02 
-4.21744378529182173E-02 
1.50519499141484547E-01 
-1.94428173232421675E-01 
-5.79972282759048108E-02 
3.20928374117279702E-01 
1.14748158569586756E+00 
1.18009913446957393E+00 
1.67180158040396432E+00 
6.39595613700878807E-01 
7.52539280043222902E-01 
3.10324325032482196E-01 
2.17712780532150874E-01 
4.53004046444496100E-01 
3.46655053993077222E-01 
8.41458525478523678E-03 
-1.00618070820707450E-01 
2.16596307814151651E-01 
3.62187302974627950E-02 
-1.17486728064841117E-01 
4.28864769225618600E-02 
6.80201766639716709E-03 
1.19217934150625329E-02 
-1.19678651135322167E-01 
9.24621329598332015E-02 
1.21095375971912653E-01 
7.66943443233244482E-02 
1.12033194973779893E-01 
1.39053013775704892E-01 
-7.43312663282999497E-03 
1.47306183291362660E-02 
2.57950514026335995E-02 
-1.63890384802564751E-02 
6.13559692290568878E-02 
3.22561003576651850E-02 
-5.19098118290893008E-03 
1.54006093642282474E-02 
3.15857841245327370E-02 
2.01042360612817897E-02 
-2.22311360688962345E-02 
-1.06734215666150177E-02 
4.05058664682558800E-04 
5.43264638980381354E-03 
-5.52051882039934164E-03 
4.22556670779079303E-03 
-4.06495333769178561E-03 
6.89328499812358851E-03 
3.96202390274060651E-03 
-2.31478867408611800E-03 
-5.31785811141655129E-03 
-8.11058114898594680E-04 
3.62232720102351159E-04 
6.73157832316849392E-03 
-3.02686873619369612E-03 
-2.57055046138216252E-03 
4.44368659571243562E-03 
-3.70725884730238554E-03 
-6.06569834798214441E-03 
2.67877847039767929E-03 
2.43083354250821096E-03 
7.99996178378482165E-03 
-1.28135156238268666E-03 
-8.33225187089570445E-04 
-5.36651097150161040E-04 
4.04446611597966341E-03 
3.23186261650320770E-03 
1.55120820235918333E-03 
-1.37544586987649580E-03 
4.05503738664867564E-05 
-2.52837806598179334E-03 
5.34325810781575896E-03 
-3.73793859133302346E-04 
-7.01657926941909142E-04 
-4.56818662622280399E-04 
6.62972823396642164E-04 
1.06165334562885938E-03 
-6.74196165445870173E-04 
8.50939339155993213E-04 
2.70580899568212321E-04 
7.05459596981459461E-04 
-5.44763597152863916E-04 
-1.24163708421714614E-03 
-1.28312984862640768E-04 
-8.13431049851123431E-04 
6.68355586041507565E-04 
-1.21841647527039923E-04 
1.09670567908349073E-03 
-1.93935776942930462E-04 
3.14558126873773145E-04 
3.51878759829880134E-04 
-1.68472168545038029E-04 
-7.38339958671318185E-04 
-1.92524148053161516E-04 
3.07813206121287941E-04 
4.81357658023255302E-05 
-1.84794824873136843E-04 
2.08319425789608255E-03 
-1.71946964734351836E-04 
-4.63634587945412123E-04 
7.15631324306001968E-04 
1.52463895383434910E-04 
1.33808612375536229E-04 
5.33760144376962736E-04 
-3.92717158659255602E-04 
7.14632927088051820E-05 
1.13970791874677918E-03 
-1.05168113417801443E-04 
1.25690198630422438E-04 
1.52208632494429925E-05 
-5.28319058244327582E-05 
-5.75878502396890411E-04 
4.22024027930571440E-04 
1.42299197956446592E-04 
6.21060118830206193E-04 
-5.79602027779048943E-04 
9.20638074311287474E-04 
-2.18517279922348262E-04 
3.94582438769113257E-04 
-2.98107011760691092E-04 
1.03516420565863605E-05 
-1.99649164851800897E-04 
2.76185310338806275E-04 
-2.97367340560131407E-04 
2.07683565758885958E-04 
-7.40001021385325522E-06 
1.53466587618078840E-04 
-2.08260467773125263E-04 
-1.11360350217209987E-04 
2.60713535812411816E-05 
1.07002213940901334E-04 
1.95054682133851167E-05 
-2.26432037186931936E-05 
-8.19007382306236839E-05 
3.58969394034513983E-06 
-2.28101233127187073E-04 
-7.91936614410885587E-05 
-8.11069996792506300E-06 
-4.92770724156323719E-05 
3.47831037666095717E-05 
-2.11511533939231717E-05 
2.56589520571344575E-05 
-2.98155835408987668E-05 
1.70313314189650798E-05 
9.48262163805847618E-06 
-3.61347188719237684E-06 
-1.43978444883815696E-04 
-3.21754900983356462E-03 
3.23996901014250802E-03 
5.52724484987899070E-02 
-6.97033633075225673E-02 
-1.88666973057603576E-01 
-4.47670731162730651E-01 
4.99200327232564867E+00 
-8.84007008294694474E-01 
-2.15043028941773129E-01 
8.06162278007883093E-02 
-1.11042928689908851E-01 
-1.02857114183512142E-02 
-9.08370695883043699E-02 
2.66865556742253429E-01 
6.78102685248133663E-02 
-1.34744081780866998E-01 
5.05848610141163113E-01 
3.72635758936245676E-01 
5.64232703411229997E-01 
1.42459068063284278E+00 
2.37077256718384488E+00 
1.99236324248213270E+00 
9.84333823153837884E-01 
1.31643308632693867E+00 
1.02401665137954456E+00 
6.32409548152451761E-01 
1.67841909370698206E-01 
2.52071856373504155E-01 
9.94036049193051247E-02 
1.34329487911234252E-01 
-1.49260102638778425E-01 
1.62226061334257710E-01 
1.47751714070959717E-01 
2.38893040595377554E-01 
-8.01979191631456423E-02 
-3.90405160532601228E-02 
2.70009028642303126E-02 
1.67976674621706165E-02 
3.62947557610799748E-02 
7.17825744341585026E-02 
7.20263262756743183E-02 
1.42195974663254593E-01 
4.16636593748052758E-02 
3.14944999325239977E-02 
1.29367658163006376E-02 
3.09419939714931994E-02 
-2.19451041872602108E-02 
1.01322003455562651E-02 
1.22403193714832985E-02 
1.78118325731943875E-02 
-3.69858598431239104E-03 
2.76448263197049821E-02 
1.73078850051605615E-02 
-1.15303069484117247E-02 
1.98162514805694384E-02 
3.65493034936858422E-03 
1.27949811755148080E-02 
-4.36199016690637202E-03 
-1.11780452575187738E-03 
3.37245065544491485E-03 
8.80965841152902152E-04 
-2.94046416935447559E-03 
6.99926643596866013E-03 
-1.90622801837034349E-03 
5.91299716894344769E-04 
-1.96757872222395186E-03 
2.22303729843402378E-03 
5.35174133867357890E-03 
1.36127462466036986E-03 
4.83968142233665976E-03 
1.77170167418842935E-03 
-7.05319690884460143E-03 
-1.17901733084718220E-02 
-1.30654377228666459E-03 
2.73736380735314184E-03 
-7.76796482435888501E-04 
2.52227349977962026E-03 
3.04727813912348926E-03 
3.62661660723599547E-04 
-1.30791375093843314E-03 
1.52101848464751468E-03 
-1.27826295819038691E-03 
4.94378733345923402E-03 
-6.23252432051411360E-06 
-9.31486160396308139E-04 
3.05573280463690812E-03 
-5.05018720562229028E-03 
1.13110085886306130E-03 
7.75132076242475893E-05 
-2.07494239321172027E-04 
1.74569667939221147E-04 
-1.12243248891692577E-04 
-5.87535755159557639E-04 
4.71941803256298309E-04 
1.17030287705220670E-03 
-6.08393019575693104E-04 
-9.12175804931460448E-04 
1.28355233511006522E-03 
9.56789461990574259E-04 
-4.03657237897991808E-04 
-1.61613078767108018E-03 
1.38770323956266583E-03 
1.51972635929695080E-04 
3.08544099904176192E-04 
-2.81208644062939776E-04 
1.71937962940218195E-04 
-1.31838095496961014E-04 
2.38057497076255931E-04 
1.12426066076276024E-03 
-1.35788751537094308E-03 
-9.42946469912449943E-04 
-1.02080074543137297E-03 
-2.63905089029998314E-04 
9.76144842958333856E-04 
-2.26912123343446281E-04 
-3.32030791527628411E-04 
5.69492484349959989E-04 
8.73514740077816453E-05 
-3.21167191402473105E-04 
-7.88628233728168315E-04 
-6.07841658792428402E-04 
-3.32997741150335409E-04 
1.38133555948024786E-04 
5.22117423039259116E-04 
-1.16453507962649611E-03 
1.22501354971315293E-04 
-7.19101959150900724E-04 
4.54243516022838833E-04 
8.65936813606756929E-04 
-1.94777592584171547E-04 
-2.46200624900013917E-04 
-2.16704273414109188E-04 
3.31989807435807162E-04 
2.27054433712303727E-04 
-8.88045584203668310E-05 
-6.54441090414578755E-05 
-2.59437820331360027E-04 
3.07396456252912603E-04 
2.62931446688513429E-04 
-3.27824036176114077E-04 
2.14562667536642943E-04 
-2.04703970561909272E-05 
1.08794476522608470E-04 
1.58559176959370291E-04 
1.02107317017029778E-04 
-1.12606719628814979E-04 
4.03436247792893427E-05 
-1.12037650142670438E-05 
-1.78795721939768395E-04 
2.07284716062947018E-05 
8.15755204552546761E-05 
-1.26259632620099330E-04 
-8.03048114533856276E-05 
8.73626972917510743E-06 
-9.59054570072200928E-06 
1.41647355644709990E-06 
-1.45390878863852718E-05 
-2.31924099851930297E-05 
2.79508491150292368E-03 
6.77678569442480370E-03 
8.66303714462900512E-03 
1.16367145448105398E-02 
9.90953408139897546E-03 
7.66529956981510802E-02 
-2.12093117032818995E-01 
-8.84007008294694585E-01 
7.33031158998673593E+00 
-1.33571017921627666E+00 
-3.95507478505800480E-01 
-1.33633094719686984E-01 
4.16390840808488760E-01 
-7.86391829873914205E-03 
2.93782437739715352E-01 
-3.15778187669518429E-02 
4.24613862641645745E-01 
-3.32990696396714747E-01 
1.13602067577940202E+00 
1.53662768007359096E+00 
1.47109172506987251E+00 
3.19349770182989801E+00 
2.72770100000181426E+00 
2.19235129575464782E+00 
1.07136116884012589E+00 
1.23522286150578253E+00 
8.41033518243198608E-01 
7.15849578643128703E-01 
3.15094208762131345E-01 
5.97352021028477065E-01 
1.75070132684517071E-01 
